32769|07|01|9.92E+11|04|NO|||11/04/2023|001||1478527|11/04/2023|12345678|0|0|2000|00|240|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||01|F00||784522|12345678
32879|07||1791745469001|04||||11/04/2023|NC0||1245668|11/04/2023|12345678|0|0|31.73|00|3.81|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
33091|07|01|0109624|01|NO|||12/04/2023|F00||158742366|12/04/2023|12345678|0|0|700|00|84|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
33095|07|01|0109624|04|NO|||12/04/2023|NC0||1125647888|12/04/2023|123456789|0|0|350|00|42|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||01|F00||158742366|12345678
33096|07|01|0109624|01|NO|||12/04/2023|F00||14785211|12/04/2023|123456789|0|0|360|00|43.2|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
33097|07|01|0109624|04|NO|||12/04/2023|NC0||15236987|12/04/2023|12345678|0|0|360|00|43.2|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||01|F00||14785211|123456789
33219||01|999999999999|01|NO|||13/04/2023|F00||1569325|13/04/2023|12345678|0|0|800|00|96|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
31163|07|20|12345678|01||||03/04/2023|F00||32016979|03/04/2023|123456789|0|0|6000|00|720|0|0|0|0|0|0|0|02|01|9215|||9215|NO|NO|NO||||||||||
33222||01|999999999999|04|NO|||13/04/2023|NC0||14785222|13/04/2023|123456789|0|0|800|00|96|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||01|F00||1569325|12345678
33226||01|999999999999|04|NO|||13/04/2023|NC0||14785222|13/04/2023|123456789|0|0|800|00|96|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||01|F00||1569325|12345678
33233|||1791745469001|01||||13/04/2023|F00||1478522|13/04/2023|1234567|0|0|105|00|12.6|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
33553|07|01|1.79E+12|01|NO|||15/04/2023|001|001|14785236|15/04/2023|12345678|0|0|50|00|27|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO|001|001|||15/04/2023|||||
33556|07|01|0109624|01|NO|||15/04/2023|001|001|1569325|15/04/2023|14785233|0|0|177|00|42.24|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO|001|001|||15/04/2023|||||
31164|07|01|0602428344|01|NO|||03/04/2023|F00||123698547|03/04/2023|123456789|0|0|500|00|60|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
31165|02|01|12345678|04|NO|||03/04/2023|F00||4646|03/04/2023|111222333|0|0|250|00|30|0|0|0|0|0|0|0|02|01|9215|||9215|NO|NO|NO||||||01|F00||1212797|123456789012345
31368|07|20|12345678|01||||03/04/2023|F00||00000021|03/04/2023|987654321|0|0|6000|00|720|0|0|0|0|0|0|0|02|01|9215|||9215|NO|NO|NO||||||||||
31370|07|20|12345678|01||||03/04/2023|F00||00000022|03/04/2023|987654321|0|0|6000|00|720|0|0|0|0|0|0|0|02|01|9215|||9215|NO|NO|NO||||||||||
31374|||1791745469001|01||||03/04/2023|F00||123456|03/04/2023|987654321|0|0|100|00|12|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
31484|07|01|AO670266|01|NO|||04/04/2023|F00||1457899223|04/04/2023|123456789|0|0|1250|00|150|0|0|0|0|0|0|0|01|||||NA|NA|NA|NO||||||||||
